Frequency(GHz),Magnitude(dB)
1.989999999999999858e+01,2.103627678532829037e+01
2.000000000000000000e+01,2.012403359986709006e+01
2.010000000000000142e+01,1.913118390019551995e+01
2.019999999999999929e+01,1.925562835342109125e+01
2.030000000000000071e+01,1.883058239541234613e+01
2.039999999999999858e+01,1.874361339733665233e+01
2.050000000000000000e+01,2.164556625943098922e+01
2.060000000000000142e+01,2.079290547504042763e+01
2.069999999999999929e+01,2.091890096161780832e+01
2.080000000000000071e+01,2.017218008159046150e+01
2.089999999999999858e+01,1.886934222773606251e+01
2.100000000000000000e+01,1.905349903046068860e+01
2.110000000000000142e+01,1.782323659661156157e+01
2.119999999999999929e+01,1.926889748191983642e+01
2.130000000000000071e+01,2.003630834122521520e+01
2.139999999999999858e+01,1.942629833478534707e+01
2.150000000000000000e+01,2.077184325092982675e+01
2.160000000000000142e+01,1.953601300822395004e+01
2.169999999999999929e+01,1.846189782539689617e+01
2.180000000000000071e+01,1.912409212809795278e+01
2.189999999999999858e+01,1.701109014476643466e+01
2.200000000000000000e+01,1.724395976395904739e+01
2.210000000000000142e+01,1.773334418427697656e+01
2.219999999999999929e+01,1.845490219406249821e+01
2.230000000000000071e+01,1.962338153805633567e+01
2.239999999999999858e+01,1.735965665974204342e+01
2.250000000000000000e+01,1.796417340958726783e+01
2.260000000000000142e+01,1.806012238442555784e+01
2.269999999999999929e+01,1.633515046154428774e+01
2.280000000000000071e+01,1.976698586141216296e+01
2.289999999999999858e+01,1.997731533298335549e+01
2.300000000000000000e+01,1.711222553168372329e+01
2.310000000000000142e+01,2.039744167070351111e+01
2.319999999999999929e+01,2.260737291563026830e+01
2.330000000000000071e+01,1.840625527886692936e+01
2.339999999999999858e+01,1.900255831059237721e+01
2.350000000000000000e+01,2.017879120561156370e+01
2.360000000000000142e+01,1.801352901523723915e+01
2.369999999999999929e+01,1.953432011906757992e+01
2.380000000000000071e+01,1.944595091940476550e+01
2.389999999999999858e+01,1.775946910648434596e+01
2.400000000000000000e+01,2.071807584503106980e+01
2.410000000000000142e+01,1.856731930698922284e+01
2.419999999999999929e+01,1.724000295687132223e+01
2.430000000000000071e+01,1.995973332305316106e+01
2.439999999999999858e+01,1.696963012863435694e+01
2.450000000000000000e+01,1.712899053658294690e+01
2.460000000000000142e+01,1.999777380026376861e+01
2.469999999999999929e+01,2.279283033688166071e+01
2.480000000000000071e+01,2.217039214429668803e+01
2.489999999999999858e+01,1.939363201138020543e+01
2.500000000000000000e+01,1.686969628105859442e+01
2.510000000000000142e+01,2.055233065741223442e+01
2.519999999999999929e+01,1.765863184529262142e+01
2.530000000000000071e+01,1.971169494747967832e+01
2.539999999999999858e+01,2.208580511286853465e+01
2.550000000000000000e+01,1.970619322651675631e+01
2.560000000000000142e+01,1.697594545439516622e+01
2.569999999999999929e+01,2.108250000425374893e+01
2.580000000000000071e+01,2.120568665859809698e+01
2.589999999999999858e+01,1.916710011616904552e+01
2.600000000000000000e+01,1.716141268467954362e+01
2.610000000000000142e+01,1.857283471879646441e+01
2.619999999999999929e+01,1.839860373587523767e+01
2.630000000000000071e+01,1.797358532793137442e+01
2.639999999999999858e+01,1.821426435449437520e+01
2.650000000000000000e+01,2.007468247187734889e+01
2.660000000000000142e+01,2.028366615543679785e+01
2.669999999999999929e+01,1.800049268861688390e+01
2.680000000000000071e+01,1.897479671019848624e+01
2.689999999999999858e+01,1.943055631952240958e+01
2.700000000000000000e+01,2.086034387091330444e+01
2.710000000000000142e+01,2.197903707669205176e+01
2.719999999999999929e+01,2.038394625012514894e+01
2.730000000000000071e+01,1.825642197348111750e+01
2.739999999999999858e+01,1.695834421684948978e+01
2.750000000000000000e+01,1.675875550318627560e+01
2.760000000000000142e+01,1.955372640822421104e+01
2.769999999999999929e+01,1.716284077610485781e+01
2.780000000000000071e+01,1.867773340571660157e+01
2.789999999999999858e+01,1.995861823112489475e+01
2.800000000000000000e+01,2.039558175121953809e+01
2.810000000000000142e+01,1.780553530208334578e+01
2.819999999999999929e+01,1.796008633499844365e+01
2.830000000000000071e+01,1.867352157619498243e+01
2.839999999999999858e+01,1.950485603336401397e+01
2.850000000000000000e+01,2.051631539190749365e+01
2.860000000000000142e+01,1.983656277700129777e+01
2.869999999999999929e+01,1.990994731826097563e+01
2.880000000000000071e+01,1.934806903974848424e+01
2.889999999999999858e+01,1.798364202968136638e+01
2.900000000000000000e+01,1.849095678434790102e+01
2.910000000000000142e+01,1.808353049983538341e+01
2.919999999999999929e+01,2.026410023779741110e+01
2.930000000000000071e+01,2.056501190765754572e+01
2.939999999999999858e+01,2.049932960928161663e+01
2.950000000000000000e+01,2.016364290131841486e+01
2.960000000000000142e+01,1.808678155191094916e+01
2.969999999999999929e+01,2.001467334486035199e+01
2.980000000000000071e+01,2.016708325546689906e+01
2.989999999999999858e+01,1.913489713412786131e+01
3.000000000000000000e+01,1.945767154366030383e+01
3.010000000000000142e+01,1.891031855596274269e+01
3.019999999999999929e+01,1.753195555529601535e+01
3.030000000000000071e+01,1.916455646148432024e+01
3.039999999999999858e+01,1.655429945320108231e+01
3.050000000000000000e+01,1.922220614342432654e+01
3.060000000000000142e+01,2.104014706736037610e+01
3.069999999999999929e+01,1.922870853683481940e+01
3.080000000000000071e+01,1.997139680282522889e+01
3.089999999999999858e+01,1.653064612377184162e+01
3.100000000000000000e+01,1.966318228649273436e+01
3.110000000000000142e+01,1.804881435565854986e+01
3.119999999999999929e+01,1.783485623303612400e+01
3.130000000000000071e+01,1.764980151598910751e+01
3.139999999999999858e+01,1.882505228980945944e+01
3.150000000000000000e+01,1.836850635182396374e+01
3.160000000000000142e+01,1.744318692061713705e+01
3.169999999999999929e+01,1.513297909284746545e+01
3.180000000000000071e+01,1.743034235271589694e+01
3.189999999999999858e+01,1.779649319629545445e+01
3.200000000000000000e+01,2.035642004732022059e+01
3.210000000000000142e+01,2.061788660504469561e+01
3.220000000000000284e+01,2.191192613219584473e+01
3.229999999999999716e+01,2.043149028388592114e+01
3.239999999999999858e+01,1.849562135970121801e+01
3.250000000000000000e+01,1.798861324317304167e+01
3.260000000000000142e+01,1.874181578076156285e+01
3.270000000000000284e+01,1.976102197451473330e+01
3.279999999999999716e+01,1.858774753314266803e+01
3.289999999999999858e+01,1.881374946862567654e+01
3.300000000000000000e+01,2.077378667448935801e+01
3.310000000000000142e+01,1.868024686672717394e+01
3.320000000000000284e+01,1.815039308155627396e+01
3.329999999999999716e+01,1.821056116876467001e+01
3.339999999999999858e+01,1.898483986030868564e+01
3.350000000000000000e+01,1.985850646963016075e+01
3.360000000000000142e+01,1.844187468413654685e+01
3.370000000000000284e+01,1.881419294334307324e+01
3.379999999999999716e+01,2.069467000766060849e+01
3.389999999999999858e+01,1.994503055638268663e+01
3.400000000000000000e+01,1.746254270694396382e+01
3.410000000000000142e+01,1.755306395682000797e+01
3.420000000000000284e+01,1.977241647441439909e+01
3.429999999999999716e+01,2.132363642318061281e+01
3.439999999999999858e+01,2.154334019402739742e+01
3.450000000000000000e+01,2.069929900284374469e+01
3.460000000000000142e+01,1.945630186021722707e+01
3.470000000000000284e+01,1.862188634735360893e+01
3.479999999999999716e+01,1.991109598657219948e+01
3.489999999999999858e+01,1.955229592632981195e+01
3.500000000000000000e+01,1.672920306124842327e+01
3.510000000000000142e+01,1.826667461875990028e+01
3.520000000000000284e+01,2.032265391070981053e+01
3.529999999999999716e+01,1.970777354074952825e+01
3.539999999999999858e+01,1.656804958008944695e+01
3.550000000000000000e+01,1.635188852065897436e+01
3.560000000000000142e+01,1.973689110871731600e+01
3.570000000000000284e+01,1.908092535728501815e+01
3.579999999999999716e+01,1.785537144807245014e+01
3.589999999999999858e+01,1.892879338829629177e+01
3.600000000000000000e+01,1.978028673371280277e+01
3.610000000000000142e+01,1.939385098304310517e+01
3.620000000000000284e+01,1.929363488299561524e+01
3.629999999999999716e+01,1.892840440691358950e+01
3.639999999999999858e+01,1.974560150287747362e+01
3.650000000000000000e+01,1.955769217620567701e+01
3.660000000000000142e+01,1.698771992729484381e+01
3.670000000000000284e+01,1.895238308480225342e+01
3.679999999999999716e+01,1.958282121575036783e+01
3.689999999999999858e+01,1.801195951426379693e+01
3.700000000000000000e+01,1.714503445393432202e+01
3.710000000000000142e+01,1.980697344147358407e+01
3.720000000000000284e+01,2.027989999163878210e+01
3.729999999999999716e+01,2.076201016393645915e+01
3.739999999999999858e+01,1.888011260004123315e+01
3.750000000000000000e+01,1.973036745090319855e+01
3.760000000000000142e+01,2.106030302440598945e+01
3.770000000000000284e+01,1.856086235265134121e+01
3.779999999999999716e+01,1.965755691354244306e+01
3.789999999999999858e+01,1.874049068819103070e+01
3.800000000000000000e+01,1.915041769825315399e+01
3.810000000000000142e+01,1.683353573364420797e+01
3.820000000000000284e+01,2.023390256200327997e+01
3.829999999999999716e+01,1.947834410529556948e+01
3.839999999999999858e+01,2.087625642811499560e+01
3.850000000000000000e+01,2.028617576830429670e+01
3.860000000000000142e+01,2.173712000284571388e+01
3.870000000000000284e+01,2.208135521470772744e+01
3.879999999999999716e+01,2.035822749456634639e+01
3.889999999999999858e+01,2.189755159098140780e+01
3.900000000000000000e+01,2.102727385055398912e+01
3.910000000000000142e+01,1.970716437299791934e+01
3.920000000000000284e+01,1.956440803352924718e+01
3.929999999999999716e+01,1.680133419056669553e+01
3.939999999999999858e+01,1.857730497012079951e+01
3.950000000000000000e+01,1.779195841872679296e+01
3.960000000000000142e+01,1.977142817585688306e+01
3.970000000000000284e+01,2.078122200920169149e+01
3.979999999999999716e+01,2.000921835941107929e+01
3.989999999999999858e+01,1.734891938152689761e+01
4.000000000000000000e+01,1.876482463730872752e+01
4.010000000000000142e+01,1.789893516457039624e+01
4.020000000000000284e+01,1.193751739233887399e+01
4.029999999999999716e+01,1.781994780327939409e+01
4.039999999999999858e+01,1.845046980128590164e+01
4.050000000000000000e+01,1.911249920881425624e+01
4.060000000000000142e+01,1.952914104375523507e+01
4.070000000000000284e+01,1.920052076272361319e+01
4.079999999999999716e+01,1.958482391562699121e+01
4.089999999999999858e+01,1.932859414029070777e+01
4.100000000000000000e+01,1.804947945112289531e+01
4.110000000000000142e+01,1.747493537327495972e+01
4.120000000000000284e+01,1.783429875244780050e+01
4.129999999999999716e+01,1.913608639520725063e+01
4.139999999999999858e+01,1.812514305106645196e+01
4.150000000000000000e+01,1.743998829809978091e+01
4.160000000000000142e+01,2.050310643349312301e+01
4.170000000000000284e+01,2.001824882673769679e+01
4.179999999999999716e+01,1.518746437268795724e+01
4.189999999999999858e+01,1.451394801468396345e+01
4.200000000000000000e+01,1.843686862327342268e+01
4.210000000000000142e+01,1.910903067480061424e+01
4.220000000000000284e+01,1.734188755107985713e+01
4.229999999999999716e+01,1.972259871515931451e+01
4.239999999999999858e+01,1.884138239583442243e+01
4.250000000000000000e+01,1.957466887812612200e+01
4.260000000000000142e+01,1.956587545087042912e+01
4.270000000000000284e+01,2.072897450936492802e+01
4.279999999999999716e+01,2.212618869230873742e+01
4.289999999999999858e+01,2.101081484227946561e+01
4.300000000000000000e+01,1.871899636247628251e+01
4.310000000000000142e+01,1.725421285447185937e+01
4.320000000000000284e+01,1.950244832137832063e+01
4.329999999999999716e+01,2.049119439717100022e+01
4.339999999999999858e+01,1.941968679633423633e+01
4.350000000000000000e+01,1.838204024946541892e+01
4.360000000000000142e+01,2.015987084073735858e+01
4.370000000000000284e+01,2.005159739051430634e+01
4.379999999999999716e+01,1.938719117866035901e+01
4.389999999999999858e+01,1.683562225723343531e+01
4.400000000000000000e+01,1.712289311914253886e+01
4.410000000000000142e+01,1.913248468392704638e+01
4.420000000000000284e+01,1.990958064041887710e+01
4.429999999999999716e+01,1.832197873319010029e+01
4.439999999999999858e+01,1.603373522913440752e+01
4.450000000000000000e+01,1.736309235967406295e+01
4.460000000000000142e+01,1.761589593991454450e+01
4.470000000000000284e+01,2.046041706727666920e+01
4.479999999999999716e+01,2.135448983170187276e+01
4.489999999999999858e+01,1.974841548020364002e+01
4.500000000000000000e+01,2.050426141763834664e+01
4.510000000000000142e+01,2.082094532149070432e+01
4.520000000000000284e+01,1.932120445443376511e+01
4.529999999999999716e+01,1.750519430626395234e+01
4.539999999999999858e+01,2.143847627934906797e+01
4.550000000000000000e+01,2.011755452302951142e+01
4.560000000000000142e+01,1.635934990672707912e+01
4.570000000000000284e+01,2.005247146983063189e+01
4.579999999999999716e+01,1.992709426406105067e+01
4.589999999999999858e+01,1.851795820540474580e+01
4.600000000000000000e+01,1.817696364932124808e+01
4.610000000000000142e+01,1.950898442073686923e+01
4.620000000000000284e+01,2.008190326760806954e+01
4.629999999999999716e+01,1.785470077649796394e+01
4.639999999999999858e+01,1.560951252378824528e+01
4.650000000000000000e+01,1.850893445338102339e+01
4.660000000000000142e+01,1.899385862775807965e+01
4.670000000000000284e+01,1.902201618877268174e+01
4.679999999999999716e+01,1.936527622788463887e+01
4.689999999999999858e+01,1.994522365066698910e+01
4.700000000000000000e+01,1.847235435975429141e+01
4.710000000000000142e+01,2.029515558137597964e+01
4.720000000000000284e+01,2.136785297974761377e+01
4.729999999999999716e+01,1.895490715023773376e+01
4.739999999999999858e+01,1.835029730142995419e+01
4.750000000000000000e+01,1.734865831302586159e+01
4.760000000000000142e+01,1.875424577963326556e+01
4.770000000000000284e+01,2.144685283334468551e+01
4.779999999999999716e+01,2.008769389483759937e+01
4.789999999999999858e+01,1.683930636318800111e+01
4.800000000000000000e+01,1.722492004702047552e+01
4.810000000000000142e+01,1.772798181251879512e+01
4.820000000000000284e+01,1.925545461683899617e+01
4.829999999999999716e+01,2.106494022485301798e+01
4.839999999999999858e+01,1.830757990593443196e+01
4.850000000000000000e+01,1.809723639279912177e+01
4.860000000000000142e+01,1.444360205708869671e+01
4.870000000000000284e+01,1.743032433150388272e+01
4.879999999999999716e+01,1.794634235794884702e+01
4.889999999999999858e+01,1.903141217229480731e+01
4.900000000000000000e+01,1.725006295698221237e+01
4.910000000000000142e+01,1.899835774680179767e+01
4.920000000000000284e+01,1.875489359694217839e+01
4.929999999999999716e+01,2.023798042166046685e+01
4.939999999999999858e+01,1.988026947063703176e+01
4.950000000000000000e+01,1.767036102034654022e+01
4.960000000000000142e+01,1.901996530871265989e+01
4.970000000000000284e+01,1.728403368850401378e+01
4.979999999999999716e+01,1.848367925389442235e+01
4.989999999999999858e+01,2.089605304137814556e+01
5.000000000000000000e+01,1.787105303229404996e+01
